20140901,268406088,297588522
20140902,255243220,260967911
20140903,261314546,294029461
20140904,255800154,279095503
20140905,251305431,281924217
20140906,169370829,203463075
20140907,198931534,197674497
20140908,212630057,271713005
20140909,262367097,260699354
20140910,253946049,260829556
20140911,259319014,254120881
20140912,229899427,258169132
20140913,166964597,208671318
20140914,167268533,217971754
20140915,266012999,278149120
20140916,260722683,261559277
20140917,257536656,283141590
20140918,252537835,279935938
20140919,224053731,274857802
20140920,171270754,219609549
20140921,173913210,230184508
20140922,249287180,277456520
20140923,241876865,264201787
20140924,242069057,262989256
20140925,239207932,261700166
20140926,216396243,267416301
20140927,171857631,225575333
20140928,209457938,281591658
20140929,242098655,275173070
20140930,241101936,275968773
