20140901,307241740,293310950
20140902,257218980,270054162
20140903,236463816,282579772
20140904,252992850,273786296
20140905,226372265,273144906
20140906,170378775,200940292
20140907,165243459,197228254
20140908,201359366,221188525
20140909,260478682,268872022
20140910,261655827,268872022
20140911,263190668,268872022
20140912,245227356,259437157
20140913,158848656,195395124
20140914,157198964,200905989
20140915,251621425,277202562
20140916,254101919,268872022
20140917,259170320,279357755
20140918,250223081,271458840
20140919,235822034,269922890
20140920,159174214,200905989
20140921,166420768,200905989
20140922,239429644,279516955
20140923,233261301,273784297
20140924,231160268,273240079
20140925,232346749,273784297
20140926,217190496,263805214
20140927,165232684,205951334
20140928,226732706,264753561
20140929,239119633,289453854
20140930,234811411,288925209
