20140901,327206824,288645162
20140902,261948295,267881352
20140903,244982267,285583334
20140904,250807981,276602686
20140905,239662892,277454405
20140906,165130582,205817136
20140907,167082258,195703951
20140908,198158591,220341854
20140909,256564204,267881352
20140910,269676432,267881352
20140911,270428233,267881352
20140912,221381062,259752423
20140913,169233281,202006397
20140914,161602344,204265411
20140915,258101099,267881352
20140916,248457215,267881352
20140917,262031804,283342106
20140918,245331983,272326570
20140919,219114292,275213177
20140920,160912526,204265411
20140921,164923638,204265411
20140922,243008828,269865378
20140923,224845025,271822604
20140924,230074461,271822604
20140925,230074461,271822604
20140926,212193487,263693675
20140927,167187723,208642209
20140928,239356237,266968096
20140929,233459125,276199402
20140930,224530756,276199402
