20140901,290640815,286451431
20140902,269717253,265093539
20140903,261841194,285406090
20140904,262077793,296316311
20140905,258468760,251884734
20140906,161300757,190013070
20140907,193474339,169069984
20140908,190246365,215163568
20140909,267268750,252278473
20140910,244061213,280119373
20140911,252269244,262709465
20140912,213102081,247464557
20140913,163363653,180115878
20140914,175815356,154566617
20140915,268688306,322959455
20140916,273846742,284478133
20140917,238088755,266543934
20140918,234076159,266524904
20140919,194454321,221178157
20140920,156423525,179204426
20140921,163637691,156809916
20140922,281187623,356520437
20140923,261294064,315554818
20140924,234900602,305507690
20140925,231895249,285613772
20140926,197027178,256992126
20140927,171825302,201321190
20140928,231848694,229327368
20140929,238451214,372305913
20140930,231823952,322476331
