20140901,250569282,253960078
20140902,260101863,305985108
20140903,265947055,322541153
20140904,246680880,286459254
20140905,198689766,236526277
20140906,189200489,202342510
20140907,214218122,216877706
20140908,239260139,263650054
20140909,268070718,312860145
20140910,273196960,323802613
20140911,237993330,292032541
20140912,205713044,238705330
20140913,198352860,206463040
20140914,210608283,217679366
20140915,244793173,265947048
20140916,274706003,313969224
20140917,269274097,327272593
20140918,241104985,295165486
20140919,212550318,242810021
20140920,198449150,208973646
20140921,215033621,219861510
20140922,251101109,267101065
20140923,274169577,316018712
20140924,270841183,329917046
20140925,245611728,298961263
20140926,213827981,246359836
20140927,202128974,211979415
20140928,220983337,221665463
20140929,253120035,268588176
20140930,275939097,317772247
