20140901,248205883,257119851
20140902,258280778,327594936
20140903,286925557,314426128
20140904,232339900,263761195
20140905,203158745,227952057
20140906,178883479,192347644
20140907,189390004,201184498
20140908,246273094,263299464
20140909,258569276,307979998
20140910,283794800,305823150
20140911,232912010,270959644
20140912,201595033,216793465
20140913,181380788,182542590
20140914,187576336,202359162
20140915,246827845,255220104
20140916,258792110,298306210
20140917,282163762,304236938
20140918,234911425,265952623
20140919,199760628,209102184
20140920,183672270,178866338
20140921,186540319,196980713
20140922,246978546,247331243
20140923,259286225,293056644
20140924,280362402,299509332
20140925,237029061,259990156
20140926,198009508,204238727
20140927,185675457,173942844
20140928,185907991,190493240
20140929,246731374,241068823
20140930,260097497,287473844
