20140901,259819236,295532316
20140902,248137713,271065924
20140903,258725463,292911119
20140904,255127844,279296146
20140905,237446381,277048182
20140906,172998485,206918467
20140907,175630961,178961439
20140908,196697786,249200538
20140909,268512045,271065924
20140910,252696705,269390098
20140911,256065823,272089361
20140912,225118111,256226423
20140913,165588327,195090223
20140914,155789029,193653927
20140915,265191590,290171457
20140916,269061429,272089361
20140917,249009910,284439866
20140918,238976170,280378553
20140919,210345722,268576929
20140920,159992304,203121681
20140921,162119735,194401493
20140922,260111025,291220067
20140923,255071173,276457426
20140924,237242688,272321753
20140925,237750641,272321753
20140926,216653684,269088182
20140927,166907381,206081098
20140928,222408510,250206550
20140929,249493886,308782781
20140930,240090560,290158256
