20140901,275972086,306774569
20140902,255863577,267146373
20140903,246919224,298675760
20140904,255589820,276482146
20140905,236633782,281183780
20140906,170063858,200768866
20140907,176460783,186496117
20140908,201259149,251535083
20140909,257275954,264137296
20140910,253192096,263765480
20140911,255728735,264972129
20140912,223005370,252917772
20140913,163665287,178948699
20140914,159785633,199710201
20140915,269760508,295973869
20140916,256589345,264972129
20140917,251647068,279366653
20140918,242805600,269683471
20140919,208936396,266201958
20140920,160869606,194704976
20140921,162064402,197687350
20140922,253947134,293591799
20140923,237782877,269972503
20140924,235691140,264695898
20140925,235745192,265099895
20140926,206786608,274209086
20140927,167275255,205485498
20140928,222494960,258583101
20140929,248998870,304625438
20140930,236491334,283091644
