20140901,307540584,348652453
20140902,246955932,273405928
20140903,250467460,287512018
20140904,252413238,278037994
20140905,247707243,271813557
20140906,149845342,141700269
20140907,138457671,98612737
20140908,200755941,154310346
20140909,256999098,266984317
20140910,248444538,260955888
20140911,259887617,266984317
20140912,221082869,251285857
20140913,163613541,183105811
20140914,160195625,192777132
20140915,267537420,292798794
20140916,263660906,266984317
20140917,249434924,280895052
20140918,242682582,274469779
20140919,203789211,265196592
20140920,161531821,192777132
20140921,167181899,192777132
20140922,245371090,298781212
20140923,239195859,272271418
20140924,234238332,267373134
20140925,229855245,267373134
20140926,208121917,251674674
20140927,165881447,195756133
20140928,297192156,282088123
20140929,233201649,313752297
20140930,230664262,299389118
