20140901,265783656,295532316
20140902,260890428,271065924
20140903,265621551,292911119
20140904,260172359,279296146
20140905,229978299,277048182
20140906,185880455,206918467
20140907,182080885,178961439
20140908,283506646,249200538
20140909,277117343,271065924
20140910,262290254,269390098
20140911,248471108,272089361
20140912,212218769,256226423
20140913,173707942,195090223
20140914,161285220,193653927
20140915,293881043,290171457
20140916,287782872,272089361
20140917,256135794,284439866
20140918,248120282,280378553
20140919,210768426,268576929
20140920,167216400,203121681
20140921,157553368,194401493
20140922,280405896,291220067
20140923,269953312,276457426
20140924,240093355,272321753
20140925,236879740,272321753
20140926,197188191,269088182
20140927,162460800,206081098
20140928,163532845,250206550
20140929,273532752,308782781
20140930,265564379,290158256
