20140901,287626978,317722553
20140902,294783039,302991134
20140903,286040328,326818397
20140904,276027327,297612685
20140905,266758843,290653162
20140906,175410534,237040662
20140907,164988247,174652500
20140908,143475501,177945625
20140909,250053831,250392871
20140910,271838600,292918574
20140911,273272525,305961746
20140912,219697986,283226208
20140913,176918280,214895524
20140914,168467306,186398640
20140915,262521780,290490904
20140916,284705881,288544765
20140917,295551568,340925182
20140918,284684310,305766769
20140919,260484621,308600359
20140920,167123188,213310636
20140921,162064702,174160242
20140922,202216006,261342898
20140923,295936400,303282547
20140924,304579910,323402956
20140925,284136298,314666245
20140926,241495053,377831694
20140927,164016583,223795087
20140928,222938017,235179368
20140929,270228853,303566606
20140930,284850472,322455257
