20140901,259344466,291944582
20140902,265533751,267967723
20140903,267381463,296934464
20140904,254698759,255768938
20140905,246548874,270022502
20140906,172591366,188970382
20140907,195208258,196470070
20140908,217850440,242453252
20140909,257323711,256035002
20140910,247370362,255794285
20140911,246561162,252603504
20140912,227369654,252382280
20140913,173388723,188142680
20140914,165382538,202267887
20140915,255672123,263562386
20140916,253536269,256171729
20140917,248984049,273498207
20140918,246124870,270847253
20140919,214768305,267797822
20140920,174922931,196947969
20140921,168926005,198326670
20140922,242901854,261219644
20140923,242148548,259698253
20140924,237838683,259634340
20140925,236483074,259131308
20140926,216202076,264110771
20140927,174922931,187338311
20140928,199374125,240564714
20140929,247433133,270915187
20140930,241401307,269973697
